cve,vendor_project,product,vulnerability_name,short_description,date_added,required_action,due_date,in_wild,initial_epss,initial_percentile,initial_date,current_epss,current_percentile,current_date,cvss_v3_base,cvss_v3_severity,cvss_v2_base,epss_delta
CVE-2023-38035,Ivanti,Sentry,Ivanti Sentry Authentication Bypass Vulnerability,"Ivanti Sentry, formerly known as MobileIron Sentry, contains an authentication bypass vulnerability that may allow an attacker to bypass authentication controls on the administrative interface due to an insufficiently restrictive Apache HTTPD configuration.",2023-08-22,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-09-12,TRUE,0.94419,0.9998,2026-04-20,0.94419,0.9998,2026-04-23,NA,NA,NA,0
CVE-2021-21975,VMware,vRealize Operations Manager API,VMware Server Side Request Forgery in vRealize Operations Manager API,Server Side Request Forgery (SSRF) in vRealize Operations Manager API prior to 8.4 may allow a malicious actor with network access to the vRealize Operations Manager API to perform a SSRF attack to steal administrative credentials.,2022-01-18,Apply updates per vendor instructions.,2022-02-01,TRUE,0.94419,0.9998,2026-04-20,0.94419,0.99979,2026-04-23,NA,NA,NA,0
CVE-2023-43208,NextGen Healthcare,Mirth Connect,NextGen Healthcare Mirth Connect Deserialization of Untrusted Data Vulnerability,NextGen Healthcare Mirth Connect contains a deserialization of untrusted data vulnerability that allows for unauthenticated remote code execution via a specially crafted request.,2024-05-20,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-06-10,TRUE,0.94416,0.99979,2026-04-20,0.94416,0.99979,2026-04-23,NA,NA,NA,0
CVE-2023-46805,Ivanti,Connect Secure and Policy Secure,Ivanti Connect Secure and Policy Secure Authentication Bypass Vulnerability,"Ivanti Connect Secure (ICS, formerly known as Pulse Connect Secure) and Ivanti Policy Secure gateways contain an authentication bypass vulnerability in the web component that allows an attacker to access restricted resources by bypassing control checks. This vulnerability can be leveraged in conjunction with CVE-2024-21887, a command injection vulnerability.",2024-01-10,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-01-22,TRUE,0.94367,0.99965,2026-04-20,0.94413,0.99979,2026-04-23,NA,NA,NA,5e-4
CVE-2024-21887,Ivanti,Connect Secure and Policy Secure,Ivanti Connect Secure and Policy Secure Command Injection Vulnerability,"Ivanti Connect Secure (ICS, formerly known as Pulse Connect Secure) and Ivanti Policy Secure contain a command injection vulnerability in the web components of these products, which can allow an authenticated administrator to send crafted requests to execute code on affected appliances. This vulnerability can be leveraged in conjunction with CVE-2023-46805, an authenticated bypass issue.",2024-01-10,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-01-22,TRUE,0.94412,0.99979,2026-04-20,0.94412,0.99978,2026-04-23,NA,NA,NA,0
CVE-2020-2551,Oracle,Fusion Middleware,Oracle Fusion Middleware Unspecified Vulnerability,Oracle Fusion Middleware contains an unspecified vulnerability in the WLS Core Components that allows an unauthenticated attacker with network access via IIOP to compromise the WebLogic Server.,2023-11-16,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-12-07,TRUE,0.94412,0.99979,2026-04-20,0.94412,0.99978,2026-04-23,NA,NA,NA,0
CVE-2021-21985,VMware,vCenter Server,VMware vCenter Server Improper Input Validation Vulnerability,"VMware vSphere Client contains an improper input validation vulnerability in the Virtual SAN Health Check plug-in, which is enabled by default in vCenter Server, which allows for remote code execution.",2021-11-03,Apply updates per vendor instructions.,2021-11-17,TRUE,0.94412,0.99979,2026-04-20,0.94412,0.99978,2026-04-23,NA,NA,NA,0
CVE-2021-42013,Apache,HTTP Server,Apache HTTP Server Path Traversal Vulnerability,Apache HTTP Server contains a path traversal vulnerability that allows an attacker to perform remote code execution if files outside directories configured by Alias-like directives are not under default require all denied or if CGI scripts are enabled. This CVE ID resolves an incomplete patch for CVE-2021-41773.,2021-11-03,Apply updates per vendor instructions.,2021-11-17,TRUE,0.9441,0.99978,2026-04-20,0.9441,0.99977,2026-04-23,NA,NA,NA,0
CVE-2022-26134,Atlassian,Confluence Server/Data Center,Atlassian Confluence Server and Data Center Remote Code Execution Vulnerability,Atlassian Confluence Server and Data Center contain a remote code execution vulnerability that allows for an unauthenticated attacker to perform remote code execution.,2022-06-02,"Immediately block all internet traffic to and from affected products AND apply the update per vendor instructions [https://confluence.atlassian.com/doc/confluence-security-advisory-2022-06-02-1130377146.html] OR remove the affected products by the due date on the right. Note: Once the update is successfully deployed, agencies can reassess the internet blocking rules.",2022-06-06,TRUE,0.94408,0.99978,2026-04-20,0.94408,0.99977,2026-04-23,NA,NA,NA,0
CVE-2020-0796,Microsoft,SMBv3,Microsoft SMBv3 Remote Code Execution Vulnerability,A remote code execution vulnerability exists in the way that the Microsoft Server Message Block 3.1.1 (SMBv3) protocol handles certain requests. An attacker who successfully exploited the vulnerability could gain the ability to execute code on the target server or client.,2022-02-10,Apply updates per vendor instructions.,2022-08-10,TRUE,0.94424,0.99981,2026-04-20,0.94408,0.99977,2026-04-23,NA,NA,NA,-2e-4
CVE-2018-0296,Cisco,Adaptive Security Appliance (ASA),Cisco Adaptive Security Appliance (ASA) Denial-of-Service Vulnerability,Cisco Adaptive Security Appliance (ASA) contains an improper input validation vulnerability with HTTP URLs. Exploitation could allow an attacker to cause a denial-of-service (DoS) condition or information disclosure.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.94404,0.99978,2026-04-20,0.94404,0.99976,2026-04-23,7.5,HIGH,5,0
CVE-2022-24990,TerraMaster,TerraMaster OS,TerraMaster OS Remote Command Execution Vulnerability,TerraMaster OS contains a remote command execution vulnerability that allows an unauthenticated user to execute commands on the target endpoint.,2023-02-10,Apply updates per vendor instructions.,2023-03-03,TRUE,0.94404,0.99977,2026-04-20,0.94404,0.99976,2026-04-23,NA,NA,NA,0
CVE-2019-7256,Nice,Linear eMerge E3-Series,Nice Linear eMerge E3-Series OS Command Injection Vulnerability,Nice Linear eMerge E3-Series contains an OS command injection vulnerability that allows an attacker to conduct remote code execution.,2024-03-25,"Contact the vendor for guidance on remediating firmware, per their advisory.",2024-04-15,TRUE,0.94403,0.99977,2026-04-20,0.94403,0.99976,2026-04-23,NA,NA,NA,0
CVE-2023-35082,Ivanti,Endpoint Manager Mobile (EPMM) and MobileIron Core,Ivanti Endpoint Manager Mobile (EPMM) and MobileIron Core Authentication Bypass Vulnerability,Ivanti Endpoint Manager Mobile (EPMM) and MobileIron Core contain an authentication bypass vulnerability that allows unauthorized users to access restricted functionality or resources of the application.,2024-01-18,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-02-08,TRUE,0.94402,0.99977,2026-04-20,0.94402,0.99976,2026-04-23,NA,NA,NA,0
CVE-2022-36804,Atlassian,Bitbucket Server and Data Center,Atlassian Bitbucket Server and Data Center Command Injection Vulnerability,"Multiple API endpoints of Atlassian Bitbucket Server and Data Center contain a command injection vulnerability where an attacker with access to a public Bitbucket repository, or with read permissions to a private one, can execute code by sending a malicious HTTP request.",2022-09-30,Apply updates per vendor instructions.,2022-10-21,TRUE,0.944,0.99976,2026-04-20,0.944,0.99975,2026-04-23,NA,NA,NA,0
CVE-2022-0543,Redis,Debian-specific Redis Servers,Debian-specific Redis Server Lua Sandbox Escape Vulnerability,"Redis is prone to a (Debian-specific) Lua sandbox escape, which could result in remote code execution.",2022-03-28,Apply updates per vendor instructions.,2022-04-18,TRUE,0.94398,0.99976,2026-04-20,0.94398,0.99975,2026-04-23,NA,NA,NA,0
CVE-2022-21587,Oracle,E-Business Suite,Oracle E-Business Suite Unspecified Vulnerability,Oracle E-Business Suite contains an unspecified vulnerability that allows an unauthenticated attacker with network access via HTTP to compromise Oracle Web Applications Desktop Integrator.,2023-02-02,Apply updates per vendor instructions.,2023-02-23,TRUE,0.94397,0.99975,2026-04-20,0.94397,0.99974,2026-04-23,9.8,CRITICAL,NA,0
CVE-2020-7961,Liferay,Liferay Portal,Liferay Portal Deserialization of Untrusted Data Vulnerability,Liferay Portal contains a deserialization of untrusted data vulnerability that allows remote attackers to execute code via JSON web services.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.94397,0.99976,2026-04-20,0.94397,0.99975,2026-04-23,NA,NA,NA,0
CVE-2020-0688,Microsoft,Exchange Server,Microsoft Exchange Server Validation Key Remote Code Execution Vulnerability,"Microsoft Exchange Server Validation Key fails to properly create unique keys at install time, allowing for remote code execution.",2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.94396,0.99975,2026-04-20,0.94396,0.99974,2026-04-23,NA,NA,NA,0
CVE-2022-35914,Teclib,GLPI,Teclib GLPI Remote Code Execution Vulnerability,"Teclib GLPI contains a remote code execution vulnerability in the third-party library, htmlawed.",2023-03-07,Apply updates per vendor instructions.,2023-03-28,TRUE,0.94395,0.99975,2026-04-20,0.94395,0.99973,2026-04-23,NA,NA,NA,0
CVE-2020-6287,SAP,NetWeaver,SAP NetWeaver Missing Authentication for Critical Function Vulnerability,SAP NetWeaver Application Server Java Platforms contains a missing authentication for critical function vulnerability allowing unauthenticated access to execute configuration tasks and create administrative users.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.94362,0.99964,2026-04-20,0.94395,0.99974,2026-04-23,NA,NA,NA,3e-4
CVE-2020-8193,Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance","Citrix ADC, Gateway, and SD-WAN WANOP Appliance Authorization Bypass Vulnerability","Citrix ADC, Citrix Gateway, and multiple Citrix SD-WAN WANOP appliance models contain an authorization bypass vulnerability that may allow unauthenticated access to certain URL endpoints. The attacker must have access to the NetScaler IP (NSIP) in order to perform exploitation.",2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.94394,0.99974,2026-04-20,0.94394,0.99973,2026-04-23,NA,NA,NA,0
CVE-2019-16278,Nostromo,nhttpd,Nostromo nhttpd Directory Traversal Vulnerability,Nostromo nhttpd contains a directory traversal vulnerability in the http_verify() function in a non-chrooted nhttpd server allowing for remote code execution.,2024-11-07,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-11-28,TRUE,0.94393,0.99974,2026-04-20,0.94393,0.99973,2026-04-23,NA,NA,NA,0
CVE-2024-4577,PHP Group,PHP,PHP-CGI OS Command Injection Vulnerability,"PHP, specifically Windows-based PHP used in CGI mode, contains an OS command injection vulnerability that allows for arbitrary code execution. This vulnerability is a patch bypass for CVE-2012-1823.",2024-06-12,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-07-03,TRUE,0.94374,0.99967,2026-04-20,0.94393,0.99972,2026-04-23,NA,NA,NA,2e-4
CVE-2017-3506,Oracle,WebLogic Server,Oracle WebLogic Server OS Command Injection Vulnerability,"Oracle WebLogic Server, a product within the Fusion Middleware suite, contains an OS command injection vulnerability that allows an attacker to execute arbitrary code via a specially crafted HTTP request that includes a malicious XML document.",2024-06-03,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-06-24,TRUE,0.94393,0.99974,2026-04-20,0.94393,0.99973,2026-04-23,NA,NA,NA,0
CVE-2021-41773,Apache,HTTP Server,Apache HTTP Server Path Traversal Vulnerability,"Apache HTTP Server contains a path traversal vulnerability that allows an attacker to perform remote code execution if files outside directories configured by Alias-like directives are not under default �require all denied� or if CGI scripts are enabled. The original patch issued under this CVE ID is insufficient, please review remediation information under CVE-2021-42013.",2021-11-03,Apply updates per vendor instructions.,2021-11-17,TRUE,0.94391,0.99973,2026-04-20,0.94391,0.99972,2026-04-23,9.8,CRITICAL,4.3,0
CVE-2023-24489,Citrix,Content Collaboration,Citrix Content Collaboration ShareFile Improper Access Control Vulnerability,Citrix Content Collaboration contains an improper access control vulnerability that could allow an unauthenticated attacker to remotely compromise customer-managed ShareFile storage zones controllers.,2023-08-16,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-09-06,TRUE,0.94389,0.99973,2026-04-20,0.94389,0.99972,2026-04-23,NA,NA,NA,0
CVE-2023-33246,Apache,RocketMQ,Apache RocketMQ Command Execution Vulnerability,"Several components of Apache RocketMQ, including NameServer, Broker, and Controller, are exposed to the extranet and lack permission verification. An attacker can exploit this vulnerability by using the update configuration function to execute commands as the system users that RocketMQ is running as or achieve the same effect by forging the RocketMQ protocol content.",2023-09-06,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-09-27,TRUE,0.94388,0.99972,2026-04-20,0.94388,0.99971,2026-04-23,9.8,CRITICAL,NA,0
CVE-2020-15505,Ivanti,MobileIron Multiple Products,Ivanti MobileIron Multiple Products Remote Code Execution Vulnerability,"Ivanti MobileIron's Core & Connector, Sentry, and Monitor and Reporting Database (RDB) products contain an unspecified vulnerability that allows for remote code execution.",2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.94388,0.99973,2026-04-20,0.94388,0.99971,2026-04-23,NA,NA,NA,0
CVE-2020-16846,SaltStack,Salt,SaltStack Salt Shell Injection Vulnerability,SaltStack Salt allows an unauthenticated user with network access to the Salt API to use shell injections to run code on the Salt API using the SSH client. This vulnerability affects any users running the Salt API.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.94387,0.99972,2026-04-20,0.94387,0.99971,2026-04-23,NA,NA,NA,0
